refID,Custom Name,Date,Address,Style,Architect,District,Resident,Description,Image Location 1,Image Caption 1,Image Location 2,Image Caption 2,Image Location 3,Image Caption 3,Image Location 4,Image Caption 4,Rating,Latitude,Longitude,Sequence,Slug
ND-SB-01626,,before 1906,705 Leland Avenue,American Foursquare,,Chapin Park,,"This American Foursquare was ready for occupancy by 1906. The 1906 city directory lists William, an advertising manager, and his wife, Elizabeth Dunkle, as residents. Elizabeth and William raised one son, Donald (b. 1905).",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-076.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-077.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-078.jpg,Image credit: University of Notre Dame Architecture Library,,,Contributing,41.684187,-86.258609,66,nd-sb-01626
ND-SB-01627,,1906,707 Leland Avenue,Dutch Colonial,,Chapin Park,,"This house was built between 1904 and 1906. The 1906 city directory lists Mrs. Eliza Brown, a widow, as the principal resident. Mrs. Brown sold the Dutch Colonial house to Charles Betz, president of the Indiana Engraving Company, who sold the house to Paul R. and Katherine V. Diller.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-079.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-080.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-081.jpg,Image credit: University of Notre Dame Architecture Library,,,Notable,41.684282,-86.258618,67,nd-sb-01627
ND-SB-01628,,1906,711 Leland Avenue,Gabled-Ell,,Chapin Park,,"This house was built between 1904 and 1906. The 1908 city directory lists Mrs. Dora Miller Hamilton, a widow, as the principal resident. She resided here until 1931. This Gabled-Ell house once had Victorian detailing under its gables.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-082.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-083.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/6-10-2015/Chapin-Park-6-10-2015-084.jpg,Image credit: University of Notre Dame Architecture Library,,,Contributing,41.684391,-86.258633,68,nd-sb-01628
ND-SB-01875,Millhouse House,1906,1003 Riverside Drive,Queen Anne,,Riverside Drive,,"Charles and Sallie Millhouse had this home built in 1906. They resided here until 1937, when the property was purchased by George and Flora Schock, an attorney and city court judge.  Mr. Schock also served as South Bend's mayor from 1948 through 1952.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative741.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative742.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.688285,-86.258891,47,nd-sb-01875
ND-SB-01876,Chapin House,before 1912,1007 Riverside Drive,Vernacular,,Riverside Drive,,"Edward Twomey and his wife, Deborah, had this house moved to this location in 1912. He was the agency manager of Equitable Life Insurance Company. Upon Edward's death in 1917, ownership was passed to his wife.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative723.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative724.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding; Local Landmark,41.688446,-86.258917,46,nd-sb-01876
ND-SB-01877,Handley House,1904,1017 Riverside Drive,American Foursquare,,Riverside Drive,,"Real estate developer Fred W. Keller built this house in 1904, and sold it to Carlin S. Handley, a partner in Handley and Pyle, attorneys and collectors.  Mr. Handley lived here until 1909, when he sold the property back to Fred Keller. It was then purchased by Fred Kagel, and his wife, Lulu.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative738.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative739.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.68856,-86.259046,45,nd-sb-01877
ND-SB-01878,Chalfant House,1907,1019 Riverside Drive,American Foursquare,,Riverside Drive,,"Constructed as rental property by Robert Chalfant in 1907, this house was rented in 1910 to Blaine Crawford, a steam shovel engineer, and his wife, Mae. In 1914 they purchased the house, and in 1914, rented it to Edmund E. Prentice, an auditor for National Discount Corporation.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative708.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative709.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.688613,-86.259147,44,nd-sb-01878
ND-SB-01879,Keller House,1907,1021 Riverside Drive,Queen Anne,,Riverside Drive,,"Fred W. Keller, a local real estate developer, built this house in 1907, and sold it to his mother, Mrs. Rickey Keller. She rented the house to William, Jennie, Leo, and Edith Swank, all of whom worked for Leo Swank and Company, dry cleaners.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative762.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative763.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Notable,41.688653,-86.259249,43,nd-sb-01879
ND-SB-01880,Shanafelt House,1912,1025 Riverside Drive,American Foursquare,,Riverside Drive,,"Timothy W. Shanafelt and his wife, Virginia, built this house in 1912. Timothy was a contractor specializing in plastering and stucco work. After their deaths, the property was left to their son, Wilbur, who lived here until his death in 1993.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative735.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative736.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.688688,-86.25937,42,nd-sb-01880
ND-SB-01881,Brickell House,1911,1029 Riverside Drive,American Foursquare,,Riverside Drive,,"Montgomery P. and Rose Brickell built this house in 1911 to serve as their retirement home. After Rose's death in 1932, the property was left to their daughter, Deva Brickell. She worked at H. B. Christman Construction Company.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative729.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative730.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.688741,-86.259476,41,nd-sb-01881
ND-SB-01882,Bartley House,1920,1033 Riverside Drive,Bungalow,,Riverside Drive,,"Real estate developer Fred W. Keller built this house in 1907. It was sold in 1909 to John C. Paxson, a local businessman, who sold it in February 1909 to Fred Gabriel, an attorney.  In March 1909 it was purchased by Jasper B. Toms, South Bend's first bill poster. However, Mr. Toms and Mr. Gabriel had a contract that allowed Mr. Gabriel to live in the house until 1914.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative759.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative760.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.688774,-86.259601,40,nd-sb-01882
ND-SB-01883,,1909,1035 Riverside Drive,American Foursquare,,Riverside Drive,,"Constructed as a rental, Myron and Abbie Campbell had this house built in 1909. It was sold to Hugh N. Seymour Home in 1918. Mr. Home was the court reporter in the Circuit Court of South Bend for 24 years.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative789.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative790.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.688852,-86.259713,39,nd-sb-01883
ND-SB-01884,,1907,1037 Riverside Drive,Period Revival,,Riverside Drive,,"This house was built in 1907 for Charles E. and Helen A. Francis. Charles was a salesman for the National Grocery Company, and lived in the house until his death in 1949. Helen Francis stayed until 1951, when she started renting out the house. Charles Reddy rented the home from 1953 through 1962.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative768.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative769.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Non-contributing,41.688899,-86.259825,38,nd-sb-01884
ND-SB-01885,Keller House,1907,1041 Riverside Drive,Queen Anne,,Riverside Drive,,"Fred W. Keller, a real estate developer, built this house in 1907, and sold it in 1909 to John C. Paxson, a local businessman. That same year, it was sold to Fred Gabriel, an attorney, and again that year it was bought by Jasper B. Toms, South Bend's first bill poster. However, Mr. Toms and Mr. Gabriel had a contract that allowed Mr. Gabriel to live in the house until 1914.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative792.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative793.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.688953,-86.259937,37,nd-sb-01885
ND-SB-01886,Jain House,1908,1043 Riverside Drive,Queen Anne,,Riverside Drive,,"This Fred W. Keller-built home was constructed in 1908, and sold later that year to George P. Morey. The property was rented to Ferdinand Jain, a gardener at J. C. Birdsell. He lived in the house until 1915, when it was sold to Fannie and Zella Jain. Two years later, the property was purchased by George Switzer, product supervisor at the Bendix Corporation.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative753.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative754.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Notable,41.689009,-86.260055,36,nd-sb-01886
ND-SB-01887,Pool House,1908,1045 Riverside Drive,Queen Anne,,Riverside Drive,,"Constructed in 1908 by Fred W. Keller, and sold in 1910 to Walter M. Weld, an employee of the Singer Manufacturing Company. The house was rented to John F. Pool, who purchased it in 1918. Mr. Pool was the chief engineer at the North Pumping Station.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative786.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative787.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.689057,-86.260192,35,nd-sb-01887
ND-SB-01888,Huffman House,1909,1049 Riverside Drive,Queen Anne,,Riverside Drive,,"Local real estate developer, Fred W. Keller, built this house in 1909, and sold it to Clinton and Clara Huffman, a teacher at Mishawaka High School. They resided here until 1921, selling the property to Elizabeth and William Woolum. William was the secretary-treasurer for the Consumer's Service Company.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative765.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative766.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.689134,-86.260338,34,nd-sb-01888
ND-SB-01889,Wellington House,1926,1055 Riverside Drive,Eclectic Revival,,Riverside Drive,,"Frederick and Katherine Wellington had this home built in 1926, replacing an earlier-built structure. Frederick Wellington was general manager of the South Bend Watch Company, and was also employed by The Investors Syndicate.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative783.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative784.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.689221,-86.260565,33,nd-sb-01889
